
1626 atoms
6 atom types
0.000  5.444406 xlo xhi
0.000  6.286658 ylo yhi
0.000  106.627770 zlo zhi

Atoms

1 3 -45.655004 22.723215 7.548172
2 1 -45.655004 22.723215 4.410750
3 3 -47.229315 25.450000 7.548172
4 1 -47.229315 25.450000 4.410750
5 3 -40.932073 19.996429 7.548172
6 1 -40.932073 19.996429 4.410750
7 3 -42.506384 22.723215 7.548172
8 1 -42.506384 22.723215 4.410750
9 2 -44.080694 21.814286 5.979461
10 3 -44.080694 25.450000 7.548172
11 1 -44.080694 25.450000 4.410750
12 2 -45.655004 24.541072 5.979461
13 3 -45.655005 28.176786 7.548172
14 1 -45.655005 28.176786 4.410750
15 2 -47.229315 27.267858 5.979461
16 3 -47.229315 30.903572 7.548172
17 1 -47.229315 30.903572 4.410750
18 3 -36.209142 17.269643 7.548172
19 1 -36.209142 17.269643 4.410750
20 3 -37.783452 19.996429 7.548172
21 1 -37.783452 19.996429 4.410750
22 2 -39.357762 19.087500 5.979461
23 3 -39.357763 22.723215 7.548172
24 1 -39.357763 22.723215 4.410750
25 2 -40.932073 21.814286 5.979461
26 3 -40.932073 25.450000 7.548172
27 1 -40.932073 25.450000 4.410750
28 2 -42.506383 24.541072 5.979461
29 3 -42.506383 28.176786 7.548172
30 1 -42.506383 28.176786 4.410750
31 2 -44.080694 27.267858 5.979461
32 3 -44.080694 30.903572 7.548172
33 1 -44.080694 30.903572 4.410750
34 2 -45.655004 29.994643 5.979461
35 3 -45.655005 33.630358 7.548172
36 1 -45.655005 33.630358 4.410750
37 2 -47.229315 32.721429 5.979461
38 3 -47.229315 36.357143 7.548172
39 1 -47.229315 36.357143 4.410750
40 3 -31.486210 14.542857 7.548172
41 1 -31.486210 14.542857 4.410750
42 3 -33.060521 17.269643 7.548172
43 1 -33.060521 17.269643 4.410750
44 2 -34.634831 16.360715 5.979461
45 3 -34.634831 19.996429 7.548172
46 1 -34.634831 19.996429 4.410750
47 2 -36.209142 19.087500 5.979461
48 3 -36.209142 22.723215 7.548172
49 1 -36.209142 22.723215 4.410750
50 2 -37.783452 21.814286 5.979461
51 3 -37.783452 25.450000 7.548172
52 1 -37.783452 25.450000 4.410750
53 2 -39.357763 24.541072 5.979461
54 3 -39.357763 28.176786 7.548172
55 1 -39.357763 28.176786 4.410750
56 2 -40.932073 27.267858 5.979461
57 3 -40.932073 30.903572 7.548172
58 1 -40.932073 30.903572 4.410750
59 2 -42.506383 29.994643 5.979461
